,Title,Authors,Page numbers,DOI,Year of publication
477,LensID: A CNN-RNN-Based Framework Towards Lens Irregularity Detection in Cataract Surgery Videos,"Negin Ghamsarian, Mario Taschwer, Doris Putzgruber-Adamitsch, Stephanie Sarny, Yosuf El-Shabrawi, Klaus Schoeffmann",76-86,/chapter/10.1007/978-3-030-87237-3_8,2021
478,I-SECRET: Importance-Guided Fundus Image Enhancement via Semi-supervised Contrastive Constraining,"Pujin Cheng, Li Lin, Yijin Huang, Junyan Lyu, Xiaoying Tang",87-96,/chapter/10.1007/978-3-030-87237-3_9,2021
479,Few-Shot Transfer Learning for Hereditary Retinal Diseases Recognition,"Siwei Mai, Qian Li, Qi Zhao, Mingchen Gao",97-107,/chapter/10.1007/978-3-030-87237-3_10,2021
480,Simultaneous Alignment and Surface Regression Using Hybrid 2D-3D Networks for 3D Coherent Layer Segmentation of Retina OCT Images,"Hong Liu, Dong Wei, Donghuan Lu, Yuexiang Li, Kai Ma, Liansheng Wang et al.",108-118,/chapter/10.1007/978-3-030-87237-3_11,2021
481,GQ-GCN: Group Quadratic Graph Convolutional Network for Classification of Histopathological Images,"Zhiyang Gao, Jun Shi, Jun Wang",121-131,/chapter/10.1007/978-3-030-87237-3_12,2021
482,Nuclei Grading of Clear Cell Renal Cell Carcinoma in Histopathological Image by Composite High-Resolution Network,"Zeyu Gao, Jiangbo Shi, Xianli Zhang, Yang Li, Haichuan Zhang, Jialun Wu et al.",132-142,/chapter/10.1007/978-3-030-87237-3_13,2021
483,Prototypical Models for Classifying High-Risk Atypical Breast Lesions,"Akash Parvatikar, Om Choudhary, Arvind Ramanathan, Rebekah Jenkins, Olga Navolotskaia, Gloria Carter et al.",143-152,/chapter/10.1007/978-3-030-87237-3_14,2021
484,Hierarchical Attention Guided Framework for Multi-resolution Collaborative Whole Slide Image Segmentation,"Jiangpeng Yan, Hanbo Chen, Kang Wang, Yan Ji, Yuyao Zhu, Jingjing Li et al.",153-163,/chapter/10.1007/978-3-030-87237-3_15,2021
485,Hierarchical Phenotyping and Graph Modeling of Spatial Architecture in Lymphoid Neoplasms,"Pingjun Chen, Muhammad Aminu, Siba El Hussein, Joseph D. Khoury, Jia Wu",164-174,/chapter/10.1007/978-3-030-87237-3_16,2021
486,A Computational Geometry Approach for Modeling Neuronal Fiber Pathways,"S. Shailja, Angela Zhang, B. S. Manjunath",175-185,/chapter/10.1007/978-3-030-87237-3_17,2021
487,TransPath: Transformer-Based Self-supervised Learning for Histopathological Image Classification,"Xiyue Wang, Sen Yang, Jun Zhang, Minghui Wang, Jing Zhang, Junzhou Huang et al.",186-195,/chapter/10.1007/978-3-030-87237-3_18,2021
488,From Pixel to Whole Slide: Automatic Detection of Microvascular Invasion in Hepatocellular Carcinoma on Histopathological Image via Cascaded Networks,"Hanbo Chen, Kang Wang, Yuyao Zhu, Jiangpeng Yan, Yan Ji, Jingjing Li et al.",196-205,/chapter/10.1007/978-3-030-87237-3_19,2021
489,DT-MIL: Deformable Transformer for Multi-instance Learning on Histopathological Image,"Hang Li, Fan Yang, Yu Zhao, Xiaohan Xing, Jun Zhang, Mingxuan Gao et al.",206-216,/chapter/10.1007/978-3-030-87237-3_20,2021
490,Early Detection of Liver Fibrosis Using Graph Convolutional Networks,"Marta Wojciechowska, Stefano Malacrino, Natalia Garcia Martin, Hamid Fehri, Jens Rittscher",217-226,/chapter/10.1007/978-3-030-87237-3_21,2021
491,Hierarchical Graph Pathomic Network for Progression Free Survival Prediction,"Zichen Wang, Jiayun Li, Zhufeng Pan, Wenyuan Li, Anthony Sisk, Huihui Ye et al.",227-237,/chapter/10.1007/978-3-030-87237-3_22,2021
492,Increasing Consistency of Evoked Response in Thalamic Nuclei During Repetitive Burst Stimulation of Peripheral Nerve in Humans,"Jessica S. L. Vidmark, Estefania Hernandez-Martin, Terence D. Sanger",238-247,/chapter/10.1007/978-3-030-87237-3_23,2021
493,Weakly Supervised Pan-Cancer Segmentation Tool,"Marvin Lerousseau, Marion Classe, Enzo Battistella, Th̩o Estienne, Th̩ophraste Henry, Amaury Leroy et al.",248-256,/chapter/10.1007/978-3-030-87237-3_24,2021
494,Structure-Preserving Multi-domain Stain Color Augmentation Using Style-Transfer with Disentangled Representations,"Sophia J. Wagner, Nadieh Khalili, Raghav Sharma, Melanie Boxberg, Carsten Marr, Walter de Back et al.",257-266,/chapter/10.1007/978-3-030-87237-3_25,2021
495,MetaCon: Meta Contrastive Learning for Microsatellite Instability Detection,"Yuqing Liu, Weiwen Wang, Chuan-Xian Ren, Dao-Qing Dai",267-276,/chapter/10.1007/978-3-030-87237-3_26,2021
496,Generalizing Nucleus Recognition Model in Multi-source Ki67 Immunohistochemistry Stained Images via Domain-Specific Pruning,"Jiatong Cai, Chenglu Zhu, Can Cui, Honglin Li, Tong Wu, Shichuan Zhang et al.",277-287,/chapter/10.1007/978-3-030-87237-3_27,2021
497,Cells are Actors: Social Network Analysis with Classical ML for SOTA Histology Image Classification,"Neda Zamanitajeddin, Mostafa Jahanifar, Nasir Rajpoot",288-298,/chapter/10.1007/978-3-030-87237-3_28,2021
498,Instance-Based Vision Transformer for Subtyping of Papillary Renal Cell Carcinoma in Histopathological Image,"Zeyu Gao, Bangyang Hong, Xianli Zhang, Yang Li, Chang Jia, Jialun Wu et al.",299-308,/chapter/10.1007/978-3-030-87237-3_29,2021
499,Hybrid Supervision Learning for Pathology Whole Slide Image Classification,"Jiahui Li, Wen Chen, Xiaodi Huang, Shuang Yang, Zhiqiang Hu, Qi Duan et al.",309-318,/chapter/10.1007/978-3-030-87237-3_30,2021
500,MorphSet: Improving Renal Histopathology Case Assessment Through Learned Prognostic Vectors,"Pietro Antonio Cicalese, Syed Asad Rizvi, Victor Wang, Sai Patibandla, Pengyu Yuan, Samira Zare et al.",319-328,/chapter/10.1007/978-3-030-87237-3_31,2021
501,Accounting for Dependencies in Deep Learning Based Multiple Instance Learning for Whole Slide Imaging,"Andriy Myronenko, Ziyue Xu, Dong Yang, Holger R. Roth, Daguang Xu",329-338,/chapter/10.1007/978-3-030-87237-3_32,2021
502,Whole Slide Images are 2D Point Clouds: Context-Aware Survival Prediction Using Patch-Based Graph Convolutional Networks,"Richard J. Chen, Ming Y. Lu, Muhammad Shaban, Chengkuan Chen, Tiffany Y. Chen, Drew F. K. Williamson et al.",339-349,/chapter/10.1007/978-3-030-87237-3_33,2021
503,Pay Attention with Focus: A Novel Learning Scheme for Classification of Whole Slide Images,"Shivam Kalra, Mohammed Adnan, Sobhan Hemati, Taher Dehkharghanian, Shahryar Rahnamayan, Hamid R. Tizhoosh",350-359,/chapter/10.1007/978-3-030-87237-3_34,2021
504,Developmental Stage Classification of Embryos Using Two-Stream Neural Network with Linear-Chain Conditional Random Field,"Stanislav Lukyanenko, Won-Dong Jang, Donglai Wei, Robbert Struyven, Yoon Kim, Brian Leahy et al.",363-372,/chapter/10.1007/978-3-030-87237-3_35,2021
505,Semi-supervised Cell Detection in Time-Lapse Images Using Temporal Consistency,"Kazuya Nishimura, Hyeonwoo Cho, Ryoma Bise",373-383,/chapter/10.1007/978-3-030-87237-3_36,2021
506,Cell Detection in Domain Shift Problem Using Pseudo-Cell-Position Heatmap,"Hyeonwoo Cho, Kazuya Nishimura, Kazuhide Watanabe, Ryoma Bise",384-394,/chapter/10.1007/978-3-030-87237-3_37,2021
507,2D Histology Meets 3D Topology: Cytoarchitectonic Brain Mapping with Graph Neural Networks,"Christian Schiffer, Stefan Harmeling, Katrin Amunts, Timo Dickscheid",395-404,/chapter/10.1007/978-3-030-87237-3_38,2021
508,Annotation-Efficient Cell Counting,"Zuhui Wang, Zhaozheng Yin",405-414,/chapter/10.1007/978-3-030-87237-3_39,2021
509,A Deep Learning Bidirectional Temporal Tracking Algorithm for Automated Blood Cell Counting from Non-invasive Capillaroscopy Videos,"Luojie Huang, Gregory N. McKay, Nicholas J. Durr",415-424,/chapter/10.1007/978-3-030-87237-3_40,2021
510,Cell Detection from Imperfect Annotation by Pseudo Label Selection Using P-classification,"Kazuma Fujii, Daiki Suehiro, Kazuya Nishimura, Ryoma Bise",425-434,/chapter/10.1007/978-3-030-87237-3_41,2021
511,Learning Neuron Stitching for Connectomics,"Xiaoyu Liu, Yueyi Zhang, Zhiwei Xiong, Chang Chen, Wei Huang, Xuejin Chen et al.",435-444,/chapter/10.1007/978-3-030-87237-3_42,2021
512,CA2.5-Net Nuclei Segmentation Framework with a Microscopy Cell Benchmark Collection,"Jinghan Huang, Yiqing Shen, Dinggang Shen, Jing Ke",445-454,/chapter/10.1007/978-3-030-87237-3_43,2021
513,Automated Malaria Cells Detection from Blood Smears Under Severe Class Imbalance via Importance-Aware Balanced Group Softmax,"Canfeng Lin, Huisi Wu, Zhenkun Wen, Jing Qin",455-465,/chapter/10.1007/978-3-030-87237-3_44,2021
514,Non-parametric Vignetting Correction for Sparse Spatial Transcriptomics Images,"Bovey Y. Rao, Alexis M. Peterson, Elena K. Kandror, Stephanie Herrlinger, Attila Losonczy, Liam Paninski et al.",466-475,/chapter/10.1007/978-3-030-87237-3_45,2021
515,Multi-StyleGAN: Towards Image-Based Simulation of Time-Lapse Live-Cell Microscopy,"Christoph Reich, Tim Prangemeier, Christian Wildner, Heinz Koeppl",476-486,/chapter/10.1007/978-3-030-87237-3_46,2021
516,Deep Reinforcement Exemplar Learning for Annotation Refinement,"Yuexiang Li, Nanjun He, Sixiang Peng, Kai Ma, Yefeng Zheng",487-496,/chapter/10.1007/978-3-030-87237-3_47,2021
517,Instance-Aware Feature Alignment for Cross-Domain Cell Nuclei Detection in Histopathology Images,"Zhi Wang, Xiaoya Zhu, Lei Su, Gang Meng, Junsheng Zhang, Ao Li et al.",499-508,/chapter/10.1007/978-3-030-87237-3_48,2021
518,Positive-Unlabeled Learning for Cell Detection in Histopathology Images with Incomplete Annotations,"Zipei Zhao, Fengqian Pang, Zhiwen Liu, Chuyang Ye",509-518,/chapter/10.1007/978-3-030-87237-3_49,2021
519,GloFlow: Whole Slide Image Stitching from Video Using Optical Flow and Global Image Alignment,"Viswesh Krishna, Anirudh Joshi, Damir Vrabac, Philip Bulterys, Eric Yang, Sebastian Fernandez-Pol et al.",519-528,/chapter/10.1007/978-3-030-87237-3_50,2021
520,Multi-modal Multi-instance Learning Using Weakly Correlated Histopathological Images and Tabular Clinical Information,"Hang Li, Fan Yang, Xiaohan Xing, Yu Zhao, Jun Zhang, Yueping Liu et al.",529-539,/chapter/10.1007/978-3-030-87237-3_51,2021
521,Ranking Loss: A Ranking-Based Deep Neural Network for Colorectal Cancer Grading in Pathology Images,"Trinh Thi Le Vuong, Kyungeun Kim, Boram Song, Jin Tae Kwak",540-549,/chapter/10.1007/978-3-030-87237-3_52,2021
522,Spatial Attention-Based Deep Learning System for Breast Cancer Pathological Complete Response Prediction with Serial Histopathology Images in Multiple Stains,"Hongyi Duanmu, Shristi Bhattarai, Hongxiao Li, Chia Cheng Cheng, Fusheng Wang, George Teodoro et al.",550-560,/chapter/10.1007/978-3-030-87237-3_53,2021
523,Integration of Patch Features Through Self-supervised Learning and Transformer for Survival Analysis on Whole Slide Images,"Ziwang Huang, Hua Chai, Ruoqi Wang, Haitao Wang, Yuedong Yang, Hejun Wu",561-570,/chapter/10.1007/978-3-030-87237-3_54,2021
524,Contrastive Learning Based Stain Normalization Across Multiple Tumor in Histopathology,"Jing Ke, Yiqing Shen, Xiaoyao Liang, Dinggang Shen",571-580,/chapter/10.1007/978-3-030-87237-3_55,2021
525,Semi-supervised Adversarial Learning for Stain Normalisation in Histopathology Images,"Cong Cong, Sidong Liu, Antonio Di Ieva, Maurice Pagnucco, Shlomo Berkovsky, Yang Song",581-591,/chapter/10.1007/978-3-030-87237-3_56,2021
526,Learning Visual Features by Colorization for Slide-Consistent Survival Prediction from Whole Slide Images,"Lei Fan, Arcot Sowmya, Erik Meijering, Yang Song",592-601,/chapter/10.1007/978-3-030-87237-3_57,2021
527,Adversarial Learning of Cancer Tissue Representations,"Adalberto Claudio Quiros, Nicolas Coudray, Anna Yeaton, Wisuwat Sunhem, Roderick Murray-Smith, Aristotelis Tsirigos et al.",602-612,/chapter/10.1007/978-3-030-87237-3_58,2021
528,A Multi-attribute Controllable Generative Model for Histopathology Image Synthesis,"Jiarong Ye, Yuan Xue, Peter Liu, Richard Zaino, Keith C. Cheng, Xiaolei Huang",613-623,/chapter/10.1007/978-3-030-87237-3_59,2021
529,USCL: Pretraining Deep Ultrasound Image Diagnosis Model Through Video Contrastive Representation Learning,"Yixiong Chen, Chunhui Zhang, Li Liu, Cheng Feng, Changfeng Dong, Yongfang Luo et al.",627-637,/chapter/10.1007/978-3-030-87237-3_60,2021
530,Identifying Quantitative and Explanatory Tumor Indexes from Dynamic Contrast Enhanced Ultrasound,"Peng Wan, Chunrui Liu, Fang Chen, Jing Qin, Daoqiang Zhang",638-647,/chapter/10.1007/978-3-030-87237-3_61,2021
531,Weakly-Supervised Ultrasound Video Segmentation with Minimal Annotations,"Ruiheng Chang, Dong Wang, Haiyan Guo, Jia Ding, Liwei Wang",648-658,/chapter/10.1007/978-3-030-87237-3_62,2021
532,Content-Preserving Unpaired Translation from Simulated to Realistic Ultrasound Images,"Devavrat Tomar, Lin Zhang, Tiziano Portenier, Orcun Goksel",659-669,/chapter/10.1007/978-3-030-87237-3_63,2021
533,Visual-Assisted Probe Movement Guidance for Obstetric Ultrasound Scanning Using Landmark Retrieval,"Cheng Zhao, Richard Droste, Lior Drukker, Aris T. Papageorghiou, J. Alison Noble",670-679,/chapter/10.1007/978-3-030-87237-3_64,2021
534,Training Deep Networks for Prostate Cancer Diagnosis Using Coarse Histopathological Labels,"Golara Javadi, Samareh Samadi, Sharareh Bayat, Samira Sojoudi, Antonio Hurtado, Silvia Chang et al.",680-689,/chapter/10.1007/978-3-030-87237-3_65,2021
535,Rethinking Ultrasound Augmentation: A Physics-Inspired Approach,"Maria Tirindelli, Christine Eilers, Walter Simson, Magdalini Paschali, Mohammad Farid Azampour, Nassir Navab",690-700,/chapter/10.1007/978-3-030-87237-3_66,2021
